|position x y:| 421.8015005078797 400.31712509899756 |au jour de la planete| 1
|distance Terre planete=| 8.619052523371316 |10^8 km|
||
|position x y:| 421.7760086591672 400.6240107110815 |au jour de la planete| 2
|distance Terre planete=| 8.631325119399204 |10^8 km|
||
|position x y:| 421.73354433163917 400.9304175360828 |au jour de la planete| 3
|distance Terre planete=| 8.651808198483634 |10^8 km|
||
|position x y:| 421.674140637701 401.2361066471763 |au jour de la planete| 4
|distance Terre planete=| 8.680463861397985 |10^8 km|
||
|position x y:| 421.5978438985662 401.54083967718844 |au jour de la planete| 5
|distance Terre planete=| 8.717239242389084 |10^8 km|
||
|position x y:| 421.504713608137 401.8443790044691 |au jour de la planete| 6
|distance Terre planete=| 8.762066897944134 |10^8 km|
||
|position x y:| 421.39482238661236 402.1464879381815 |au jour de la planete| 7
|distance Terre planete=| 8.814865288594046 |10^8 km|
||
|position x y:| 421.26825592386126 402.4469309028667 |au jour de la planete| 8
|distance Terre planete=| 8.875539340277982 |10^8 km|
||
|position x y:| 421.12511291260415 402.74547362213855 |au jour de la planete| 9
|distance Terre planete=| 8.943981070225979 |10^8 km|
||
|position x y:| 420.96550497145535 403.0418833013648 |au jour de la planete| 10
|distance Terre planete=| 9.020070261440967 |10^8 km|
||
|position x y:| 420.7895565578862 403.33592880919383 |au jour de la planete| 11
|distance Terre planete=| 9.103675169686339 |10^8 km|
||
|position x y:| 420.5974048711771 403.62738085778375 |au jour de la planete| 12
|distance Terre planete=| 9.194653247348837 |10^8 km|
||
|position x y:| 420.38919974543313 403.91601218159417 |au jour de la planete| 13
|distance Terre planete=| 9.29285186957142 |10^8 km|
||
|position x y:| 420.1651035327484 404.201597714601 |au jour de la planete| 14
|distance Terre planete=| 9.398109049524962 |10^8 km|
||
|position x y:| 419.9252909766087 404.4839147657962 |au jour de la planete| 15
|distance Terre planete=| 9.510254131492397 |10^8 km|
||
|position x y:| 419.66994907563145 404.76274319283556 |au jour de la planete| 16
|distance Terre planete=| 9.629108452449959 |10^8 km|
||
|position x y:| 419.3992769377503 405.03786557369904 |au jour de la planete| 17
|distance Terre planete=| 9.75448596492088 |10^8 km|
||
|position x y:| 419.11348562495624 405.3090673762299 |au jour de la planete| 18
|distance Terre planete=| 9.886193815961146 |10^8 km|
||
|position x y:| 418.8127979887182 405.5761371254205 |au jour de la planete| 19
|distance Terre planete=| 10.024032879098742 |10^8 km|
||
|position x y:| 418.4974484962101 405.83886656831396 |au jour de la planete| 20
|distance Terre planete=| 10.167798237850967 |10^8 km|
||
|position x y:| 418.1676830474802 406.097050836394 |au jour de la planete| 21
|distance Terre planete=| 10.31727962101476 |10^8 km|
||
|position x y:| 417.8237587837058 406.35048860533453 |au jour de la planete| 22
|distance Terre planete=| 10.4722617912544 |10^8 km|
||
|position x y:| 417.4659438866824 406.5989822519871 |au jour de la planete| 23
|distance Terre planete=| 10.632524889579777 |10^8 km|
||
|position x y:| 417.0945173697033 406.84233800848074 |au jour de la planete| 24
|distance Terre planete=| 10.797844739124317 |10^8 km|
||
|position x y:| 416.7097688599937 407.080366113317 |au jour de la planete| 25
|distance Terre planete=| 10.967993112206793 |10^8 km|
||
|position x y:| 416.311998372868 407.3128809593397 |au jour de la planete| 26
|distance Terre planete=| 11.142737965026871 |10^8 km|
||
|position x y:| 415.90151607778677 407.53970123846614 |au jour de la planete| 27
|distance Terre planete=| 11.321843644514267 |10^8 km|
||
|position x y:| 415.47864205649614 407.76065008306557 |au jour de la planete| 28
|distance Terre planete=| 11.505071071869617 |10^8 km|
||
|position x y:| 415.0437060534376 407.9755552038753 |au jour de la planete| 29
|distance Terre planete=| 11.692177907225622 |10^8 km|
||
|position x y:| 414.5970472186231 408.18424902434657 |au jour de la planete| 30
|distance Terre planete=| 11.882918699645039 |10^8 km|
||
|position x y:| 414.13901384317626 408.38656881131584 |au jour de la planete| 31
|distance Terre planete=| 12.077045026392463 |10^8 km|
||
|position x y:| 413.6699630877452 408.5823568018992 |au jour de la planete| 32
|distance Terre planete=| 12.274305625086635 |10^8 km|
||
|position x y:| 413.19026070399974 408.771460326511 |au jour de la planete| 33
|distance Terre planete=| 12.474446521980939 |10^8 km|
||
|position x y:| 412.7002807494289 408.9537319279111 |au jour de la planete| 34
|distance Terre planete=| 12.677211159250009 |10^8 km|
||
|position x y:| 412.2004052956623 409.12902947618767 |au jour de la planete| 35
|distance Terre planete=| 12.882340523790837 |10^8 km|
||
|position x y:| 411.69102413054213 409.29721627958554 |au jour de la planete| 36
|distance Terre planete=| 13.089573279688542 |10^8 km|
||
|position x y:| 411.17253445417845 409.45816119109463 |au jour de la planete| 37
|distance Terre planete=| 13.298645906158919 |10^8 km|
||
|position x y:| 410.64534056922435 409.6117387107143 |au jour de la planete| 38
|distance Terre planete=| 13.509292842465939 |10^8 km|
||
|position x y:| 410.109853565613 409.75782908331445 |au jour de la planete| 39
|distance Terre planete=| 13.721246641023567 |10^8 km|
||
|position x y:| 409.56649100000186 409.896318392017 |au jour de la planete| 40
|distance Terre planete=| 13.9342381296353 |10^8 km|
||
|position x y:| 409.015676570175 410.027098647025 |au jour de la planete| 41
|distance Terre planete=| 14.147996583596004 |10^8 km|
||
|position x y:| 408.45783978465585 410.15006786982946 |au jour de la planete| 42
|distance Terre planete=| 14.362249908181465 |10^8 km|
||
|position x y:| 407.8934156277896 410.2651301727294 |au jour de la planete| 43
|distance Terre planete=| 14.576724831879604 |10^8 km|
||
|position x y:| 407.3228442205555 410.3721958336023 |au jour de la planete| 44
