|position x y:| 703.6099483652849 400.90301314885863 |au jour de la planete| 1
|distance Terre planete=| 273.1896663405902 |10^8 km|
||
|position x y:| 703.6097934611576 400.9960262659953 |au jour de la planete| 2
|distance Terre planete=| 273.20282719788463 |10^8 km|
||
|position x y:| 703.6095352876705 401.08903931968797 |au jour de la planete| 3
|distance Terre planete=| 273.225605245449 |10^8 km|
||
|position x y:| 703.6091738449118 401.18205227821477 |au jour de la planete| 4
|distance Terre planete=| 273.25799146519165 |10^8 km|
||
|position x y:| 703.6087091330048 401.27506510985376 |au jour de la planete| 5
|distance Terre planete=| 273.29997300476026 |10^8 km|
||
|position x y:| 703.6081411521079 401.3680777828831 |au jour de la planete| 6
|distance Terre planete=| 273.3515331872245 |10^8 km|
||
|position x y:| 703.607469902415 401.46109026558094 |au jour de la planete| 7
|distance Terre planete=| 273.4126515236213 |10^8 km|
||
|position x y:| 703.606695384155 401.55410252622556 |au jour de la planete| 8
|distance Terre planete=| 273.48330372833937 |10^8 km|
||
|position x y:| 703.6058175975919 401.64711453309525 |au jour de la planete| 9
|distance Terre planete=| 273.5634617373165 |10^8 km|
||
|position x y:| 703.6048365430252 401.7401262544684 |au jour de la planete| 10
|distance Terre planete=| 273.6530937290207 |10^8 km|
||
|position x y:| 703.6037522207894 401.8331376586236 |au jour de la planete| 11
|distance Terre planete=| 273.75216414817413 |10^8 km|
||
|position x y:| 703.6025646312544 401.92614871383944 |au jour de la planete| 12
|distance Terre planete=| 273.8606337321838 |10^8 km|
||
|position x y:| 703.6012737748249 402.0191593883946 |au jour de la planete| 13
|distance Terre planete=| 273.97845954023137 |10^8 km|
||
|position x y:| 703.5998796519416 402.11216965056803 |au jour de la planete| 14
|distance Terre planete=| 274.10559498497395 |10^8 km|
||
|position x y:| 703.5983822630799 402.2051794686387 |au jour de la planete| 15
|distance Terre planete=| 274.24198986680034 |10^8 km|
||
|position x y:| 703.59678160875 402.2981888108857 |au jour de la planete| 16
|distance Terre planete=| 274.38759041058694 |10^8 km|
||
|position x y:| 703.5950776894985 402.3911976455884 |au jour de la planete| 17
|distance Terre planete=| 274.54233930489374 |10^8 km|
||
|position x y:| 703.5932705059059 402.4842059410264 |au jour de la planete| 18
|distance Terre planete=| 274.70617574352906 |10^8 km|
||
|position x y:| 703.591360058589 402.57721366547923 |au jour de la planete| 19
|distance Terre planete=| 274.87903546942385 |10^8 km|
||
|position x y:| 703.5893463481991 402.6702207872268 |au jour de la planete| 20
|distance Terre planete=| 275.0608508207356 |10^8 km|
||
|position x y:| 703.587229375423 402.76322727454925 |au jour de la planete| 21
|distance Terre planete=| 275.2515507791132 |10^8 km|
||
|position x y:| 703.5850091409827 402.8562330957268 |au jour de la planete| 22
|distance Terre planete=| 275.45106102004326 |10^8 km|
||
|position x y:| 703.5826856456355 402.94923821904 |au jour de la planete| 23
|distance Terre planete=| 275.6593039651983 |10^8 km|
||
|position x y:| 703.5802588901737 403.0422426127696 |au jour de la planete| 24
|distance Terre planete=| 275.87619883670493 |10^8 km|
||
|position x y:| 703.577728875425 403.13524624519664 |au jour de la planete| 25
|distance Terre planete=| 276.10166171324886 |10^8 km|
||
|position x y:| 703.5750956022523 403.22824908460234 |au jour de la planete| 26
|distance Terre planete=| 276.33560558792993 |10^8 km|
||
|position x y:| 703.5723590715536 403.32125109926824 |au jour de la planete| 27
|distance Terre planete=| 276.57794042777994 |10^8 km|
||
|position x y:| 703.5695192842622 403.4142522574762 |au jour de la planete| 28
|distance Terre planete=| 276.82857323485524 |10^8 km|
||
|position x y:| 703.5665762413466 403.50725252750834 |au jour de la planete| 29
|distance Terre planete=| 277.08740810881346 |10^8 km|
||
|position x y:| 703.5635299438106 403.60025187764705 |au jour de la planete| 30
|distance Terre planete=| 277.3543463108843 |10^8 km|
||
|position x y:| 703.5603803926931 403.69325027617504 |au jour de la planete| 31
|distance Terre planete=| 277.6292863291425 |10^8 km|
||
|position x y:| 703.5571275890682 403.78624769137537 |au jour de la planete| 32
|distance Terre planete=| 277.91212394499155 |10^8 km|
||
|position x y:| 703.5537715340452 403.87924409153146 |au jour de la planete| 33
|distance Terre planete=| 278.2027523007668 |10^8 km|
||
|position x y:| 703.5503122287688 403.97223944492697 |au jour de la planete| 34
|distance Terre planete=| 278.5010619683655 |10^8 km|
||
|position x y:| 703.5467496744188 404.0652337198461 |au jour de la planete| 35
|distance Terre planete=| 278.8069410188112 |10^8 km|
||
|position x y:| 703.5430838722101 404.15822688457325 |au jour de la planete| 36
|distance Terre planete=| 279.1202750926636 |10^8 km|
||
|position x y:| 703.5393148233929 404.2512189073932 |au jour de la planete| 37
|distance Terre planete=| 279.4409474711826 |10^8 km|
||
|position x y:| 703.5354425292528 404.3442097565913 |au jour de la planete| 38
|distance Terre planete=| 279.76883914815494 |10^8 km|
||
|position x y:| 703.5314669911104 404.4371994004531 |au jour de la planete| 39
|distance Terre planete=| 280.1038289022977 |10^8 km|
||
|position x y:| 703.5273882103215 404.5301878072646 |au jour de la planete| 40
|distance Terre planete=| 280.4457933701499 |10^8 km|
||
|position x y:| 703.5232061882771 404.62317494531237 |au jour de la planete| 41
|distance Terre planete=| 280.7946071193654 |10^8 km|
||
|position x y:| 703.5189209264034 404.71616078288326 |au jour de la planete| 42
|distance Terre planete=| 281.1501427223257 |10^8 km|
||
|position x y:| 703.5145324261622 404.8091452882646 |au jour de la planete| 43
|distance Terre planete=| 281.51227082998525 |10^8 km|
||
|position x y:| 703.5100406890499 404.9021284297441 |au jour de la planete| 44
|distance Terre planete=| 281.88086024587244 |10^8 km|
||
|position x y:| 703.5054457165985 404.99511017561014 |au jour de la planete| 45
|distance Terre planete=| 282.25577800016504 |10^8 km|
||
|position x y:| 703.500747510375 405.0880904941514 |au jour de la planete| 46
|distance Terre planete=| 282.6368894237641 |10^8 km|
||
|position x y:| 703.495946071982 405.1810693536571 |au jour de la planete| 47
|distance Terre planete=| 283.0240582222909 |10^8 km|
||
|position x y:| 703.4910414030568 405.2740467224169 |au jour de la planete| 48
|distance Terre planete=| 283.41714654993456 |10^8 km|
||
|position x y:| 703.4860335052722 405.3670225687212 |au jour de la planete| 49
|distance Terre planete=| 283.81601508308046 |10^8 km|
||
|position x y:| 703.480922380336 405.45999686086054 |au jour de la planete| 50
|distance Terre planete=| 284.2205230936517 |10^8 km|
||
|position x y:| 703.4757080299914 405.55296956712635 |au jour de la planete| 51
|distance Terre planete=| 284.6305285220981 |10^8 km|
||
|position x y:| 703.470390456017 405.6459406558103 |au jour de la planete| 52
|distance Terre planete=| 285.0458880499698 |10^8 km|
||
|position x y:| 703.464969660226 405.73891009520486 |au jour de la planete| 53
|distance Terre planete=| 285.46645717201613 |10^8 km|
||
|position x y:| 703.4594456444672 405.831877853603 |au jour de la planete| 54
|distance Terre planete=| 285.89209026775194 |10^8 km|
||
|position x y:| 703.4538184106248 405.9248438992981 |au jour de la planete| 55
|distance Terre planete=| 286.3226406724359 |10^8 km|
||
|position x y:| 703.4480879606177 406.0178082005842 |au jour de la planete| 56
|distance Terre planete=| 286.75796074740987 |10^8 km|
||
|position x y:| 703.4422542964005 406.11077072575625 |au jour de la planete| 57
|distance Terre planete=| 287.19790194974865 |10^8 km|
||
|position x y:| 703.4363174199625 406.2037314431093 |au jour de la planete| 58
|distance Terre planete=| 287.64231490117487 |10^8 km|
||
|position x y:| 703.4302773333286 406.2966903209393 |au jour de la planete| 59
|distance Terre planete=| 288.0910494561934 |10^8 km|
||
|position x y:| 703.4241340385588 406.38964732754283 |au jour de la planete| 60
|distance Terre planete=| 288.54395476940465 |10^8 km|
||
|position x y:| 703.4178875377484 406.48260243121706 |au jour de la planete| 61
|distance Terre planete=| 289.0008793619587 |10^8 km|
||
|position x y:| 703.4115378330273 406.57555560025975 |au jour de la planete| 62
|distance Terre planete=| 289.4616711871124 |10^8 km|
||
|position x y:| 703.4050849265614 406.66850680296943 |au jour de la planete| 63
|distance Terre planete=| 289.9261776948585 |10^8 km|
||
|position x y:| 703.3985288205513 406.7614560076452 |au jour de la planete| 64
|distance Terre planete=| 290.39424589559326 |10^8 km|
||
|position x y:| 703.3918695172332 406.85440318258696 |au jour de la planete| 65
|distance Terre planete=| 290.8657224227966 |10^8 km|
||
|position x y:| 703.385107018878 406.9473482960952 |au jour de la planete| 66
|distance Terre planete=| 291.34045359469604 |10^8 km|
||
|position x y:| 703.3782413277921 407.0402913164711 |au jour de la planete| 67
|distance Terre planete=| 291.8182854748954 |10^8 km|
||
|position x y:| 703.3712724463171 407.1332322120167 |au jour de la planete| 68
|distance Terre planete=| 292.2990639319413 |10^8 km|
||
|position x y:| 703.3642003768296 407.22617095103453 |au jour de la planete| 69
|distance Terre planete=| 292.7826346978142 |10^8 km|
||
|position x y:| 703.3570251217416 407.3191075018281 |au jour de la planete| 70
|distance Terre planete=| 293.2688434253244 |10^8 km|
||
|position x y:| 703.3497466835001 407.4120418327015 |au jour de la planete| 71
|distance Terre planete=| 293.75753574439864 |10^8 km|
||
|position x y:| 703.3423650645877 407.50497391195967 |au jour de la planete| 72
|distance Terre planete=| 294.2485573172469 |10^8 km|
||
|position x y:| 703.3348802675216 407.5979037079083 |au jour de la planete| 73
|distance Terre planete=| 294.7417538923971 |10^8 km|
||
|position x y:| 703.3272922948546 407.69083118885374 |au jour de la planete| 74
|distance Terre planete=| 295.2369713575918 |10^8 km|
||
|position x y:| 703.3196011491744 407.7837563231033 |au jour de la planete| 75
|distance Terre planete=| 295.73405579153774 |10^8 km|
||
